Candidate,Poll_Percent,Date,Wikipedia_Traffic,,
Tulsi Gabbard,1.0,05/13/19,5857.0,,
Marianne Williamson,.3,05/13/19,7137.0,,
Wayne Messam,.0,05/13/19,563.0,,
John Delaney,.0,05/13/19,16.0,,
Joe Biden,39.0,05/13/19,11327.0,,
Cory Booker,4.0,05/13/19,7152.0,,
Pete Buttigieg,5.0,05/13/19,12327.0,,
Julian Castro,1.0,05/13/19,1579.0,,
John Delaney,1.0,05/13/19,16.0,,
Tulsi Gabbard,.0,05/13/19,5857.0,,
Kirsten Gillibrand,1.0,05/13/19,1940.0,,
Kamala Harris,6.0,05/13/19,18185.0,,
John Hickenlooper,1.0,05/13/19,983.0,,
Jay Inslee,.0,05/13/19,1069.0,,
Amy Klobuchar,2.0,05/13/19,1315.0,,
Beto O'Rourke,5.0,05/13/19,4715.0,,
Elizabeth Warren,8.0,05/13/19,5944.0,,
Marianne Williamson,1.0,05/13/19,7137.0,,
Andrew Yang,1.0,05/13/19,5378.0,,
Mike Gravel,1.0,05/13/19,1927.0,,
Wayne Messam,.0,05/13/19,563.0,,
Seth Moulton,.0,05/13/19,2836.0,,
Tim Ryan,1.0,05/13/19,99.0,,
Joe Biden,29.0,05/12/19,12345.0,,
Pete Buttigieg,13.0,05/12/19,17592.0,,
Elizabeth Warren,12.0,05/12/19,6986.0,,
Kamala Harris,11.0,05/12/19,26033.0,,
Beto O'Rourke,4.0,05/12/19,5929.0,,
Cory Booker,2.0,05/12/19,10649.0,,
Amy Klobuchar,1.0,05/12/19,1635.0,,
Julian Castro,1.0,05/12/19,817.0,,
Tulsi Gabbard,1.0,05/12/19,4742.0,,
Andrew Yang,1.0,05/12/19,5325.0,,
Jay Inslee,.0,05/12/19,885.0,,
Kirsten Gillibrand,.0,05/12/19,1969.0,,
John Hickenlooper,.0,05/12/19,824.0,,
Tim Ryan,.0,05/12/19,173.0,,
Joe Biden,39.0,05/12/19,12345.0,,
Elizabeth Warren,8.0,05/12/19,6986.0,,
Kamala Harris,8.0,05/12/19,26033.0,,
Pete Buttigieg,6.0,05/12/19,17592.0,,
Beto O'Rourke,5.0,05/12/19,5929.0,,
Cory Booker,3.0,05/12/19,10649.0,,
Amy Klobuchar,2.0,05/12/19,1635.0,,
Andrew Yang,1.0,05/12/19,5325.0,,
Kirsten Gillibrand,1.0,05/12/19,1969.0,,
Julian Castro,1.0,05/12/19,817.0,,
Tim Ryan,1.0,05/12/19,173.0,,
John Hickenlooper,1.0,05/12/19,824.0,,
Tulsi Gabbard,1.0,05/12/19,4742.0,,
Michael Bennet,1.0,05/12/19,2041.0,,
Jay Inslee,1.0,05/12/19,885.0,,
John Delaney,.0,05/12/19,15.0,,
Steve Bullock,.0,05/12/19,10.0,,
Bill de Blasio,.0,05/12/19,1940.0,,
Seth Moulton,.0,05/12/19,6209.0,,
Joe Biden,30.0,05/11/19,12341.0,,
Elizabeth Warren,7.0,05/11/19,6291.0,,
Kamala Harris,7.0,05/11/19,8952.0,,
Cory Booker,5.0,05/11/19,7869.0,,
Beto O'Rourke,5.0,05/11/19,5791.0,,
Pete Buttigieg,4.0,05/11/19,17599.0,,
Andrew Yang,2.0,05/11/19,5492.0,,
Amy Klobuchar,2.0,05/11/19,1736.0,,
Kirsten Gillibrand,1.0,05/11/19,1750.0,,
Julian Castro,1.0,05/11/19,1063.0,,
Michael Bennet,1.0,05/11/19,1390.0,,
Mike Gravel,1.0,05/11/19,2637.0,,
Tim Ryan,1.0,05/11/19,286.0,,
Seth Moulton,1.0,05/11/19,1345.0,,
Jay Inslee,.4,05/11/19,1139.0,,
Tulsi Gabbard,.4,05/11/19,4887.0,,
John Hickenlooper,.4,05/11/19,958.0,,
John Delaney,.4,05/11/19,27.0,,
Wayne Messam,.3,05/11/19,405.0,,
Bill de Blasio,.2,05/11/19,2086.0,,
Steve Bullock,.2,05/11/19,10.0,,
Marianne Williamson,.0,05/11/19,2413.0,,
Joe Biden,37.0,05/10/19,13238.0,,
Elizabeth Warren,9.0,05/10/19,5383.0,,
Pete Buttigieg,5.0,05/10/19,11855.0,,
Kamala Harris,4.0,05/10/19,11738.0,,
Cory Booker,3.0,05/10/19,4072.0,,
Beto O'Rourke,1.0,05/10/19,5740.0,,
Michael Bennet,1.0,05/10/19,1925.0,,
Tulsi Gabbard,1.0,05/10/19,5709.0,,
Kirsten Gillibrand,1.0,05/10/19,1923.0,,
Amy Klobuchar,1.0,05/10/19,5004.0,,
Julian Castro,.0,05/10/19,1319.0,,
John Delaney,.0,05/10/19,16.0,,
Mike Gravel,.0,05/10/19,2394.0,,
John Hickenlooper,.0,05/10/19,1150.0,,
Jay Inslee,.0,05/10/19,1321.0,,
Wayne Messam,.0,05/10/19,496.0,,
Seth Moulton,.0,05/10/19,2025.0,,
Tim Ryan,.0,05/10/19,66.0,,
Marianne Williamson,.0,05/10/19,4535.0,,
Andrew Yang,.0,05/10/19,8245.0,,
Joe Biden,46.0,05/09/19,15463.0,,
Kamala Harris,10.0,05/09/19,8467.0,,
Pete Buttigieg,8.0,05/09/19,12389.0,,
Elizabeth Warren,8.0,05/09/19,5494.0,,
Cory Booker,4.0,05/09/19,4676.0,,
Beto O'Rourke,2.0,05/09/19,5904.0,,
Andrew Yang,2.0,05/09/19,4786.0,,
Amy Klobuchar,1.0,05/09/19,5084.0,,
Marianne Williamson,1.0,05/09/19,6820.0,,
Michael Bennet,.0,05/09/19,2451.0,,
Julian Castro,.0,05/09/19,1246.0,,
John Delaney,.0,05/09/19,38.0,,
Tulsi Gabbard,.0,05/09/19,8206.0,,
Kirsten Gillibrand,.0,05/09/19,1737.0,,
John Hickenlooper,.0,05/09/19,1171.0,,
Jay Inslee,.0,05/09/19,1424.0,,
Tim Ryan,.0,05/09/19,71.0,,
Joe Biden,37.0,05/09/19,15463.0,,
Pete Buttigieg,7.0,05/09/19,12389.0,,
Kamala Harris,5.0,05/09/19,8467.0,,
Elizabeth Warren,6.0,05/09/19,5494.0,,
Beto O'Rourke,5.0,05/09/19,5904.0,,
Cory Booker,3.0,05/09/19,4676.0,,
Amy Klobuchar,2.0,05/09/19,5084.0,,
John Hickenlooper,1.0,05/09/19,1171.0,,
Andrew Yang,2.0,05/09/19,4786.0,,
Kirsten Gillibrand,2.0,05/09/19,1737.0,,
Julian Castro,1.0,05/09/19,1246.0,,
Tulsi Gabbard,1.0,05/09/19,8206.0,,
Jay Inslee,1.0,05/09/19,1424.0,,
John Delaney,1.0,05/09/19,38.0,,
Joe Biden,39.0,05/08/19,20185.0,,
Elizabeth Warren,5.0,05/08/19,5798.0,,
Kamala Harris,5.0,05/08/19,8309.0,,
Pete Buttigieg,3.0,05/08/19,15645.0,,
Beto O'Rourke,1.0,05/08/19,5711.0,,
Cory Booker,1.0,05/08/19,4122.0,,
Amy Klobuchar,1.0,05/08/19,12351.0,,
Joe Biden,36.0,05/07/19,25148.0,,
Pete Buttigieg,9.0,05/07/19,17254.0,,
Elizabeth Warren,8.0,05/07/19,6160.0,,
Kamala Harris,6.0,05/07/19,10161.0,,
Cory Booker,2.0,05/07/19,4657.0,,
Amy Klobuchar,2.0,05/07/19,3060.0,,
Beto O'Rourke,2.0,05/07/19,5889.0,,
John Hickenlooper,1.0,05/07/19,1742.0,,
Tim Ryan,1.0,05/07/19,105.0,,
Andrew Yang,1.0,05/07/19,7555.0,,
Steve Bullock,.0,05/07/19,9.0,,
John Delaney,.0,05/07/19,24.0,,
Tulsi Gabbard,.0,05/07/19,6000.0,,
Kirsten Gillibrand,.0,05/07/19,2126.0,,
Marianne Williamson,.0,05/07/19,2259.0,,
Michael Bennet,.0,05/07/19,2863.0,,
Julian Castro,.0,05/07/19,1451.0,,
Bill de Blasio,.0,05/07/19,4037.0,,
Mike Gravel,.0,05/07/19,1791.0,,
Jay Inslee,.0,05/07/19,1670.0,,
Wayne Messam,.0,05/07/19,548.0,,
Seth Moulton,.0,05/07/19,1093.0,,
Joe Biden,26.0,05/05/19,17412.0,,
Pete Buttigieg,12.0,05/05/19,18694.0,,
Elizabeth Warren,9.0,05/05/19,9119.0,,
Kamala Harris,8.0,05/05/19,16998.0,,
Beto O'Rourke,3.0,05/05/19,6269.0,,
John Delaney,2.0,05/05/19,21.0,,
Cory Booker,2.0,05/05/19,7237.0,,
Andrew Yang,2.0,05/05/19,6251.0,,
Tim Ryan,1.0,05/05/19,151.0,,
Tulsi Gabbard,1.0,05/05/19,5532.0,,
Amy Klobuchar,1.0,05/05/19,3361.0,,
Seth Moulton,1.0,05/05/19,1061.0,,
Kirsten Gillibrand,.0,05/05/19,2727.0,,
John Hickenlooper,.0,05/05/19,1250.0,,
Marianne Williamson,.0,05/05/19,2428.0,,
Jay Inslee,.0,05/05/19,3130.0,,
Mike Gravel,.0,05/05/19,1474.0,,
Michael Bennet,.0,05/05/19,6430.0,,
Julian Castro,.0,05/05/19,1423.0,,
Steve Bullock,.0,05/05/19,5.0,,
Joe Biden,36.0,05/05/19,17412.0,,
Elizabeth Warren,8.0,05/05/19,9119.0,,
Kamala Harris,6.0,05/05/19,16998.0,,
Pete Buttigieg,5.0,05/05/19,18694.0,,
Beto O'Rourke,4.0,05/05/19,6269.0,,
Cory Booker,3.0,05/05/19,7237.0,,
Amy Klobuchar,1.0,05/05/19,3361.0,,
Julian Castro,1.0,05/05/19,1423.0,,
Jay Inslee,.0,05/05/19,3130.0,,
John Hickenlooper,.0,05/05/19,1250.0,,
Kirsten Gillibrand,.0,05/05/19,2727.0,,
Joe Biden,40.0,05/05/19,17412.0,,
Elizabeth Warren,8.0,05/05/19,9119.0,,
Kamala Harris,7.0,05/05/19,16998.0,,
Pete Buttigieg,6.0,05/05/19,18694.0,,
Beto O'Rourke,5.0,05/05/19,6269.0,,
Cory Booker,3.0,05/05/19,7237.0,,
Amy Klobuchar,2.0,05/05/19,3361.0,,
Andrew Yang,1.0,05/05/19,6251.0,,
Kirsten Gillibrand,1.0,05/05/19,2727.0,,
Tim Ryan,1.0,05/05/19,151.0,,
Julian Castro,1.0,05/05/19,1423.0,,
John Delaney,1.0,05/05/19,21.0,,
John Hickenlooper,1.0,05/05/19,1250.0,,
Steve Bullock,1.0,05/05/19,5.0,,
Tulsi Gabbard,1.0,05/05/19,5532.0,,
Jay Inslee,.0,05/05/19,3130.0,,
Seth Moulton,.0,05/05/19,1061.0,,
Joe Biden,33.0,05/05/19,17412.0,,
Pete Buttigieg,20.0,05/05/19,18694.0,,
Kamala Harris,3.0,05/05/19,16998.0,,
Elizabeth Warren,2.0,05/05/19,9119.0,,
Beto O'Rourke,2.0,05/05/19,6269.0,,
Cory Booker,1.0,05/05/19,7237.0,,
Amy Klobuchar,.0,05/05/19,3361.0,,
Joe Biden,46.0,05/04/19,15369.0,,
Pete Buttigieg,8.0,05/04/19,20745.0,,
Elizabeth Warren,7.0,05/04/19,4975.0,,
Kamala Harris,6.0,05/04/19,31467.0,,
Beto O'Rourke,3.4,05/04/19,6581.0,,
Cory Booker,2.7,05/04/19,5467.0,,
Tulsi Gabbard,1.3,05/04/19,5564.0,,
Julian Castro,1.2,05/04/19,2007.0,,
John Delaney,1.1,05/04/19,58.0,,
Kirsten Gillibrand,1.2,05/04/19,2255.0,,
Michael Bennet,1.2,05/04/19,4950.0,,
Tim Ryan,.9,05/04/19,189.0,,
Andrew Yang,.8,05/04/19,5932.0,,
Marianne Williamson,.6,05/04/19,2433.0,,
Jay Inslee,.5,05/04/19,6890.0,,
Amy Klobuchar,.3,05/04/19,2720.0,,
John Hickenlooper,.3,05/04/19,2062.0,,
Wayne Messam,.3,05/04/19,490.0,,
Seth Moulton,.0,05/04/19,1127.0,,
Mike Gravel,.0,05/04/19,1366.0,,
Joe Biden,34.9,05/02/19,25660.0,,
Pete Buttigieg,11.4,05/02/19,24510.0,,
Elizabeth Warren,10.4,05/02/19,5878.0,,
Kamala Harris,4.9,05/02/19,44434.0,,
Beto O'Rourke,2.7,05/02/19,5186.0,,
Amy Klobuchar,3.5,05/02/19,4382.0,,
Cory Booker,2.4,05/02/19,6277.0,,
Joe Biden,34.0,05/02/19,25660.0,,
Pete Buttigieg,9.7,05/02/19,24510.0,,
Elizabeth Warren,9.1,05/02/19,5878.0,,
Kamala Harris,7.0,05/02/19,44434.0,,
Beto O'Rourke,3.0,05/02/19,5186.0,,
Amy Klobuchar,1.3,05/02/19,4382.0,,
Cory Booker,1.2,05/02/19,6277.0,,
Joe Biden,48.3,05/02/19,25660.0,,
Pete Buttigieg,5.2,05/02/19,24510.0,,
Elizabeth Warren,4.5,05/02/19,5878.0,,
Kamala Harris,4.3,05/02/19,44434.0,,
Beto O'Rourke,1.2,05/02/19,5186.0,,
Amy Klobuchar,.8,05/02/19,4382.0,,
Cory Booker,3.8,05/02/19,6277.0,,
Joe Biden,34.0,05/01/19,33518.0,,
Beto O'Rourke,8.0,05/01/19,5997.0,,
Cory Booker,5.0,05/01/19,8127.0,,
Pete Buttigieg,4.0,05/01/19,24306.0,,
Kamala Harris,4.0,05/01/19,21593.0,,
Elizabeth Warren,3.0,05/01/19,6950.0,,
Andrew Yang,2.0,05/01/19,5727.0,,
Amy Klobuchar,1.0,05/01/19,7907.0,,
John Delaney,1.0,05/01/19,21.0,,
John Hickenlooper,1.0,05/01/19,1108.0,,
Tim Ryan,1.0,05/01/19,187.0,,
Mike Gravel,.0,05/01/19,1782.0,,
Seth Moulton,.0,05/01/19,1748.0,,
Tulsi Gabbard,.0,05/01/19,8487.0,,
Kirsten Gillibrand,.0,05/01/19,2403.0,,
Wayne Messam,.0,05/01/19,609.0,,
Julian Castro,.0,05/01/19,2159.0,,
Marianne Williamson,.0,05/01/19,4374.0,,
Jay Inslee,.0,05/01/19,1183.0,,
Joe Biden,44.0,05/01/19,33518.0,,
Kamala Harris,9.0,05/01/19,21593.0,,
Elizabeth Warren,5.0,05/01/19,6950.0,,
Beto O'Rourke,3.0,05/01/19,5997.0,,
Cory Booker,3.0,05/01/19,8127.0,,
Pete Buttigieg,2.0,05/01/19,24306.0,,
Amy Klobuchar,2.0,05/01/19,7907.0,,
Tim Ryan,1.0,05/01/19,187.0,,
John Delaney,1.0,05/01/19,21.0,,
Mike Gravel,.0,05/01/19,1782.0,,
Kirsten Gillibrand,.0,05/01/19,2403.0,,
Andrew Yang,.0,05/01/19,5727.0,,
John Hickenlooper,.0,05/01/19,1108.0,,
Wayne Messam,.0,05/01/19,609.0,,
Tulsi Gabbard,.0,05/01/19,8487.0,,
Seth Moulton,.0,05/01/19,1748.0,,
Jay Inslee,.0,05/01/19,1183.0,,
Julian Castro,.0,05/01/19,2159.0,,
Marianne Williamson,.0,05/01/19,4374.0,,
Joe Biden,41.0,04/30/19,47111.0,,
Pete Buttigieg,12.0,04/30/19,32967.0,,
Elizabeth Warren,10.0,04/30/19,7034.0,,
Kamala Harris,5.0,04/30/19,9362.0,,
Beto O'Rourke,4.0,04/30/19,11540.0,,
Cory Booker,3.0,04/30/19,7078.0,,
Julian Castro,2.0,04/30/19,1742.0,,
Andrew Yang,1.0,04/30/19,6569.0,,
Amy Klobuchar,1.0,04/30/19,1873.0,,
Tulsi Gabbard,.0,04/30/19,6030.0,,
Kirsten Gillibrand,.0,04/30/19,1994.0,,
John Delaney,.0,04/30/19,25.0,,
Marianne Williamson,.0,04/30/19,4641.0,,
Jay Inslee,.0,04/30/19,1083.0,,
Tim Ryan,.0,04/30/19,205.0,,
Joe Biden,20.4,04/30/19,47111.0,,
Kamala Harris,16.8,04/30/19,9362.0,,
Elizabeth Warren,10.0,04/30/19,7034.0,,
Pete Buttigieg,18.7,04/30/19,32967.0,,
Beto O'Rourke,4.4,04/30/19,11540.0,,
Cory Booker,1.9,04/30/19,7078.0,,
Amy Klobuchar,2.6,04/30/19,1873.0,,
John Hickenlooper,.8,04/30/19,1255.0,,
Jay Inslee,1.5,04/30/19,1083.0,,
Kirsten Gillibrand,1.0,04/30/19,1994.0,,
Julian Castro,.3,04/30/19,1742.0,,
Tim Ryan,.8,04/30/19,205.0,,
Joe Biden,38.0,04/29/19,41135.0,,
Beto O'Rourke,5.0,04/29/19,9122.0,,
Kamala Harris,8.0,04/29/19,9455.0,,
Elizabeth Warren,12.0,04/29/19,8833.0,,
Cory Booker,2.0,04/29/19,5651.0,,
Kirsten Gillibrand,.0,04/29/19,2223.0,,
Amy Klobuchar,1.0,04/29/19,2502.0,,
Julian Castro,1.0,04/29/19,1926.0,,
Tulsi Gabbard,.0,04/29/19,6696.0,,
Jay Inslee,1.0,04/29/19,1309.0,,
John Hickenlooper,.0,04/29/19,1508.0,,
John Delaney,.0,04/29/19,35.0,,
Pete Buttigieg,10.0,04/29/19,22216.0,,
Andrew Yang,1.0,04/29/19,7042.0,,
Marianne Williamson,.0,04/29/19,2690.0,,
Wayne Messam,.0,04/29/19,1186.0,,
Tim Ryan,.0,04/29/19,309.0,,
Seth Moulton,.0,04/29/19,4196.0,,
Joe Biden,33.0,04/28/19,33611.0,,
Cory Booker,3.0,04/28/19,3840.0,,
Pete Buttigieg,5.0,04/28/19,20804.0,,
Julian Castro,1.0,04/28/19,1677.0,,
John Delaney,1.0,04/28/19,28.0,,
Tulsi Gabbard,1.0,04/28/19,6812.0,,
Kirsten Gillibrand,1.0,04/28/19,1966.0,,
Kamala Harris,5.0,04/28/19,12336.0,,
John Hickenlooper,2.0,04/28/19,1198.0,,
Jay Inslee,.0,04/28/19,1065.0,,
Amy Klobuchar,1.0,04/28/19,3696.0,,
Beto O'Rourke,5.0,04/28/19,8470.0,,
Elizabeth Warren,6.0,04/28/19,7702.0,,
Marianne Williamson,.0,04/28/19,2354.0,,
Andrew Yang,.0,04/28/19,6616.0,,
Mike Gravel,1.0,04/28/19,1744.0,,
Wayne Messam,.0,04/28/19,1133.0,,
Seth Moulton,1.0,04/28/19,4825.0,,
Tim Ryan,.0,04/28/19,115.0,,
Beto O'Rourke,21.7,04/28/19,8470.0,,
Pete Buttigieg,8.4,04/28/19,20804.0,,
Elizabeth Warren,6.8,04/28/19,7702.0,,
Joe Biden,22.9,04/28/19,33611.0,,
Kamala Harris,3.1,04/28/19,12336.0,,
Julian Castro,4.4,04/28/19,1677.0,,
Cory Booker,.6,04/28/19,3840.0,,
Kirsten Gillibrand,.5,04/28/19,1966.0,,
Mike Gravel,.5,04/28/19,1744.0,,
Amy Klobuchar,3.0,04/28/19,3696.0,,
Andrew Yang,3.2,04/28/19,6616.0,,
Tim Ryan,.3,04/28/19,115.0,,
John Hickenlooper,.6,04/28/19,1198.0,,
Marianne Williamson,.1,04/28/19,2354.0,,
Wayne Messam,.1,04/28/19,1133.0,,
John Delaney,.7,04/28/19,28.0,,
Seth Moulton,.0,04/28/19,4825.0,,
Jay Inslee,.0,04/28/19,1065.0,,
Tulsi Gabbard,.0,04/28/19,6812.0,,
Michael Bennet,.2,04/28/19,379.0,,
Joe Biden,20.1,04/28/19,33611.0,,
Cory Booker,2.8,04/28/19,3840.0,,
Steve Bullock,.5,04/28/19,4.0,,
Pete Buttigieg,11.9,04/28/19,20804.0,,
Julian Castro,.2,04/28/19,1677.0,,
Bill de Blasio,.2,04/28/19,1693.0,,
John Delaney,.7,04/28/19,28.0,,
Tulsi Gabbard,1.2,04/28/19,6812.0,,
Kirsten Gillibrand,.5,04/28/19,1966.0,,
Mike Gravel,.0,04/28/19,1744.0,,
Kamala Harris,6.1,04/28/19,12336.0,,
John Hickenlooper,.2,04/28/19,1198.0,,
Jay Inslee,.0,04/28/19,1065.0,,
Amy Klobuchar,1.2,04/28/19,3696.0,,
Wayne Messam,.2,04/28/19,1133.0,,
Seth Moulton,.2,04/28/19,4825.0,,
Beto O'Rourke,3.0,04/28/19,8470.0,,
Tim Ryan,.2,04/28/19,115.0,,
Elizabeth Warren,8.4,04/28/19,7702.0,,
Marianne Williamson,.5,04/28/19,2354.0,,
Andrew Yang,1.2,04/28/19,6616.0,,
Joe Biden,39.0,04/28/19,33611.0,,
Elizabeth Warren,8.0,04/28/19,7702.0,,
Pete Buttigieg,7.0,04/28/19,20804.0,,
Beto O'Rourke,6.0,04/28/19,8470.0,,
Kamala Harris,5.0,04/28/19,12336.0,,
Cory Booker,2.0,04/28/19,3840.0,,
Tulsi Gabbard,2.0,04/28/19,6812.0,,
Amy Klobuchar,2.0,04/28/19,3696.0,,
Julian Castro,1.0,04/28/19,1677.0,,
Kirsten Gillibrand,1.0,04/28/19,1966.0,,
Jay Inslee,1.0,04/28/19,1065.0,,
Marianne Williamson,1.0,04/28/19,2354.0,,
Andrew Yang,1.0,04/28/19,6616.0,,
Bill de Blasio,.0,04/28/19,1693.0,,
Tim Ryan,.0,04/28/19,115.0,,
Michael Bennet,.0,04/28/19,379.0,,
John Delaney,.0,04/28/19,28.0,,
John Hickenlooper,.0,04/28/19,1198.0,,
Wayne Messam,.0,04/28/19,1133.0,,
Seth Moulton,.0,04/28/19,4825.0,,
Steve Bullock,.0,04/28/19,4.0,,
Joe Biden,36.0,04/28/19,33611.0,,
Elizabeth Warren,9.0,04/28/19,7702.0,,
Pete Buttigieg,8.0,04/28/19,20804.0,,
Kamala Harris,7.0,04/28/19,12336.0,,
Beto O'Rourke,5.0,04/28/19,8470.0,,
Cory Booker,3.0,04/28/19,3840.0,,
Amy Klobuchar,2.0,04/28/19,3696.0,,
Andrew Yang,2.0,04/28/19,6616.0,,
Jay Inslee,1.0,04/28/19,1065.0,,
John Delaney,1.0,04/28/19,28.0,,
John Hickenlooper,1.0,04/28/19,1198.0,,
Julian Castro,1.0,04/28/19,1677.0,,
Kirsten Gillibrand,1.0,04/28/19,1966.0,,
Steve Bullock,1.0,04/28/19,4.0,,
Tim Ryan,1.0,04/28/19,115.0,,
Tulsi Gabbard,1.0,04/28/19,6812.0,,
Seth Moulton,.0,04/28/19,4825.0,,
Joe Biden,17.0,04/25/19,175364.0,,
Pete Buttigieg,5.0,04/25/19,47811.0,,
Kamala Harris,4.0,04/25/19,17564.0,,
Elizabeth Warren,4.0,04/25/19,14270.0,,
Beto O'Rourke,4.0,04/25/19,11315.0,,
Cory Booker,1.0,04/25/19,7764.0,,
Amy Klobuchar,1.0,04/25/19,3853.0,,
Michael Bennet,.0,04/25/19,605.0,,
Julian Castro,.0,04/25/19,3678.0,,
John Hickenlooper,.0,04/25/19,1924.0,,
Andrew Yang,.0,04/25/19,10982.0,,
Joe Biden,24.0,04/23/19,19375.0,,
Kamala Harris,6.0,04/23/19,45785.0,,
Elizabeth Warren,5.0,04/23/19,38543.0,,
Beto O'Rourke,6.0,04/23/19,6888.0,,
Cory Booker,3.0,04/23/19,4384.0,,
Julian Castro,1.0,04/23/19,2455.0,,
Amy Klobuchar,1.0,04/23/19,9885.0,,
Kirsten Gillibrand,1.0,04/23/19,3028.0,,
Pete Buttigieg,7.0,04/23/19,92221.0,,
Tulsi Gabbard,.0,04/23/19,7106.0,,
John Hickenlooper,1.0,04/23/19,1493.0,,
Steve Bullock,1.0,04/23/19,8.0,,
Jay Inslee,.0,04/23/19,1403.0,,
John Delaney,.0,04/23/19,17.0,,
Marianne Williamson,.0,04/23/19,5706.0,,
Andrew Yang,1.0,04/23/19,9723.0,,
Tim Ryan,1.0,04/23/19,185.0,,
Wayne Messam,.0,04/23/19,987.0,,
Beto O'Rourke,25.0,04/22/19,6539.0,,
Joe Biden,20.0,04/22/19,9900.0,,
Pete Buttigieg,15.0,04/22/19,42493.0,,
Kamala Harris,5.0,04/22/19,8782.0,,
Elizabeth Warren,5.0,04/22/19,14759.0,,
Julian Castro,4.0,04/22/19,1832.0,,
Cory Booker,2.0,04/22/19,4166.0,,
Amy Klobuchar,1.0,04/22/19,10117.0,,
Andrew Yang,1.0,04/22/19,8610.0,,
John Hickenlooper,.0,04/22/19,1064.0,,
Tulsi Gabbard,.0,04/22/19,8042.0,,
Kirsten Gillibrand,.0,04/22/19,2614.0,,
Jay Inslee,.0,04/22/19,1530.0,,
Tim Ryan,.0,04/22/19,229.0,,
Beto O'Rourke,33.0,04/22/19,6539.0,,
Pete Buttigieg,21.0,04/22/19,42493.0,,
Kamala Harris,8.0,04/22/19,8782.0,,
Elizabeth Warren,5.0,04/22/19,14759.0,,
Julian Castro,5.0,04/22/19,1832.0,,
Cory Booker,4.0,04/22/19,4166.0,,
Amy Klobuchar,1.0,04/22/19,10117.0,,
John Hickenlooper,.0,04/22/19,1064.0,,
Kirsten Gillibrand,.0,04/22/19,2614.0,,
Andrew Yang,.0,04/22/19,8610.0,,
Jay Inslee,.0,04/22/19,1530.0,,
Mike Gravel,.0,04/22/19,2851.0,,
Marianne Williamson,.0,04/22/19,4294.0,,
Tulsi Gabbard,.0,04/22/19,8042.0,,
Tim Ryan,.0,04/22/19,229.0,,
John Delaney,.0,04/22/19,23.0,,
Joe Biden,30.0,04/21/19,9638.0,,
Pete Buttigieg,9.0,04/21/19,50944.0,,
Kamala Harris,8.0,04/21/19,7999.0,,
Elizabeth Warren,7.0,04/21/19,7270.0,,
Beto O'Rourke,6.0,04/21/19,6625.0,,
Cory Booker,4.0,04/21/19,5179.0,,
Amy Klobuchar,2.0,04/21/19,1969.0,,
Andrew Yang,2.0,04/21/19,7929.0,,
Jay Inslee,1.0,04/21/19,1178.0,,
John Hickenlooper,1.0,04/21/19,1111.0,,
Julian Castro,1.0,04/21/19,1523.0,,
Kirsten Gillibrand,1.0,04/21/19,2157.0,,
Tulsi Gabbard,1.0,04/21/19,7146.0,,
Tim Ryan,1.0,04/21/19,267.0,,
Steve Bullock,.0,04/21/19,1.0,,
John Delaney,.0,04/21/19,27.0,,
Joe Biden,26.0,04/19/19,14908.0,,
Beto O'Rourke,9.0,04/19/19,7517.0,,
Pete Buttigieg,7.0,04/19/19,50757.0,,
Kamala Harris,6.0,04/19/19,8443.0,,
Elizabeth Warren,3.0,04/19/19,4879.0,,
Cory Booker,3.0,04/19/19,4488.0,,
Andrew Yang,2.0,04/19/19,9232.0,,
Julian Castro,1.0,04/19/19,2048.0,,
Amy Klobuchar,1.0,04/19/19,2246.0,,
John Delaney,1.0,04/19/19,14.0,,
Kirsten Gillibrand,.0,04/19/19,1873.0,,
John Hickenlooper,.0,04/19/19,903.0,,
Tulsi Gabbard,.0,04/19/19,5398.0,,
Tim Ryan,.0,04/19/19,239.0,,
Michael Bennet,.0,04/19/19,937.0,,
Jay Inslee,.0,04/19/19,1075.0,,
Marianne Williamson,.0,04/19/19,2190.0,,
Bill de Blasio,.0,04/19/19,1936.0,,
Wayne Messam,.0,04/19/19,499.0,,
Seth Moulton,.0,04/19/19,3042.0,,
Joe Biden,19.0,04/18/19,5805.0,,
Pete Buttigieg,14.0,04/18/19,69905.0,,
Kamala Harris,6.0,04/18/19,8524.0,,
Elizabeth Warren,6.0,04/18/19,3861.0,,
Beto O'Rourke,5.0,04/18/19,13305.0,,
Cory Booker,4.0,04/18/19,4320.0,,
Amy Klobuchar,4.0,04/18/19,1834.0,,
John Delaney,2.0,04/18/19,34.0,,
Tulsi Gabbard,1.0,04/18/19,7692.0,,
Mike Gravel,1.0,04/18/19,3362.0,,
Andrew Yang,1.0,04/18/19,12466.0,,
John Hickenlooper,1.0,04/18/19,1133.0,,
Kirsten Gillibrand,1.0,04/18/19,1991.0,,
Jay Inslee,.0,04/18/19,1312.0,,
Julian Castro,.0,04/18/19,1741.0,,
Joe Biden,24.0,04/18/19,5805.0,,
Pete Buttigieg,10.0,04/18/19,69905.0,,
Kamala Harris,7.0,04/18/19,8524.0,,
Elizabeth Warren,6.0,04/18/19,3861.0,,
Beto O'Rourke,5.0,04/18/19,13305.0,,
Cory Booker,4.0,04/18/19,4320.0,,
Amy Klobuchar,4.0,04/18/19,1834.0,,
John Hickenlooper,2.0,04/18/19,1133.0,,
Andrew Yang,1.0,04/18/19,12466.0,,
